Shortbred_ID	ShortBRED_ARG_Family_Name	DbAcc_ID	Db_Name	Marker_Source	Product_Name	Description	Seq_Type	Database_Source	AMR_Family	AMR_Class	Drug_Targets	AMR_Mechanism	ShortBRED_Analysis	TD_Analysis
MF6680	gb|ADK34116_1|ARO_3001662|OXA-164__Acinetobacter_baumannii_	ARO:3001662	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6681	gb|ADK92148_1|ARO_3001709|OXA-182__Acinetobacter_baumannii_	ARO:3001709	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF4034	DLFM07_05312|6F_CHL_10|gene-2|-|358-954|complete	RF0170	Resfams	FxnlSlxns	tetR	PF00440.18_Bacterial regulatory proteins tetR family	HMM	Resfams	Efflux_Pump_Regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF4062	DLFM08_00215|B2_TET_4|gene-2|-|727-1404|complete	RF0170	Resfams	FxnlSlxns	tetR	PF00440.18_Bacterial regulatory proteins tetR family	HMM	Resfams	Efflux_Pump_Regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6684	gb|ADO00942_1|ARO_3003023|dfrB6__uncultured_bacterium_	ARO:3003023	CARD	ARDatabase	dfrB6	antibiotic resistant dihydrofolate reductase|determinant of diaminopyrimidine resistance|antibiotic target replacement protein|determinant of antibiotic resistance	Protein	CARD	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF6685	gb|ADQ43421_1|ARO_3002646|APH(3_)-IIc__Stenotrophomonas_maltophilia_	ARO:3002646	CARD	ARDatabase	APH(3')	aminoglycoside phosphotransferase (APH)|determinant of aminoglycoside resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	APH3_prime	Aminoglycoside_phosphotransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF6686	gb|ADT70779_1|ARO_3001805|OXA-198__Pseudomonas_aeruginosa_	ARO:3001805	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6687	gb|ADV91011_1|ARO_3000245|RbpA__Mycobacterium_smegmatis	ARO:3000245	CARD	ARDatabase	RbpA	rifampin-resistant RNA polymerase-binding protein|antibiotic target protection protein|determinant of rifamycin resistance|determinant of antibiotic resistance	Protein	CARD	RbpA_bacterial_RNA_polymerase_binding_protein	RbpA_bacterial_RNA_polymerase_binding_protein	Rifamycin	Antibiotic_target_protection	No	No
MF6688	gb|ADX95999_1|ARO_3002873|FosB3__Enterococcus_faecium_	ARO:3002873	CARD	ARDatabase	fosB	fosfomycin inactivation enzyme|determinant of fosfomycin resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	FosB_Fosfomycin_thiol_transferase	Fosfomycin_thiol_transferase	Fosfomycin	Antibiotic_inactivation	Yes	Yes
MF6689	gb|AEA37904_1|ARO_3003112|lsaC__Streptococcus_agalactiae_	ARO:3003112	CARD	ARDatabase	lsaC	ABC-F ATP-binding cassette ribosomal protection protein|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	Unknown_ABC_F_proteins	ABC_F_ribosomal_protection_protein	Multidrug_Class	Antibiotic_target_protection	Yes	Yes
MF6690	gb|AEG74318_1|ARO_3002795|QnrS6__Aeromonas_hydrophila_	ARO:3002795	CARD	ARDatabase	qnrS	determinant of fluoroquinolone resistance|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	qnrS_Quinolone_resistance_protein	Quinolone_resistance_protein	Fluoroquinolones	Antibiotic_target_protection	Yes	Yes
MF6691	gb|AEG78825_1|ARO_3002872|FosA3__Escherichia_coli_	ARO:3002872	CARD	ARDatabase	fosA	fosfomycin inactivation enzyme|determinant of fosfomycin resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	FosA_Fosfomycin_thiol_transferase	Fosfomycin_thiol_transferase	Fosfomycin	Antibiotic_inactivation	Yes	Yes
MF6692	gb|AEH41427_1|ARO_3002218|IMP-27__Proteus_mirabilis_	ARO:3002218	CARD	ARDatabase	blaIMP	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	IMP_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6693	gb|AEL00461_1|ARO_3002753|QnrB38__Citrobacter_freundii_	ARO:3002753	CARD	ARDatabase	qnrB38	determinant of fluoroquinolone resistance|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	qnrB_Quinolone_resistance_protein	Quinolone_resistance_protein	Fluoroquinolones	Antibiotic_target_protection	Yes	Yes
MF6694	gb|AEL31272_1|ARO_3002756|QnrB41__Citrobacter_freundii_	ARO:3002756	CARD	ARDatabase	qnrB41	determinant of fluoroquinolone resistance|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	qnrB_Quinolone_resistance_protein	Quinolone_resistance_protein	Fluoroquinolones	Antibiotic_target_protection	Yes	Yes
MF6695	gb|AEM44648_1|ARO_3001970|CTX-M-110__Shigella_sp_	ARO:3001970	CARD	ARDatabase	blaCTX-M	class A beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	CTX_M_beta_lactamase	Class_A_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6696	gb|AEM66528_1|ARO_3001809|OXA-209__Riemerella_anatipestifer_	ARO:3001809	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6697	gb|AEP40500_1|ARO_3002912|vanN__Enterococcus_faecium_	ARO:3002912	CARD	ARDatabase	vanN	van ligase|gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanN_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6698	gb|AEP40501_1|ARO_3002969|vanXYN__Enterococcus_faecium_	ARO:3002969	CARD	ARDatabase	vanXYN	gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanN_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6699	gb|AEP40502_2|ARO_3002975|vanTN__Enterococcus_faecium_	ARO:3002975	CARD	ARDatabase	vanTN	gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanN_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6700	gb|AEP40503_1|ARO_3002929|vanRN__Enterococcus_faecium_	ARO:3002929	CARD	ARDatabase	vanRN	VanS-VanR two-component regulatory system|gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanN_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6701	gb|AEP40504_1|ARO_3002940|vanSN__Enterococcus_faecium_	ARO:3002940	CARD	ARDatabase	vanSN	VanS-VanR two-component regulatory system|gene(s) or protein(s) associated with a glycopeptide resistance cluster|protein(s) conferring antibiotic resistance via molecular bypass|determinant of resistance to glycopeptide antibiotics|determinant of antibiotic resistance	Protein	CARD	VanN_glycopeptide_resistance_gene_cluster	Glycopeptide_resistance_gene_cluster	Glycopeptides	Antibiotic_target_alteration	Yes	Yes
MF6702	gb|AEQ73520_1|ARO_3002209|IMP-18__Pseudomonas_aeruginosa_	ARO:3002209	CARD	ARDatabase	blaIMP	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	IMP_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6703	gb|AET10444_1|ARO_3004032|tetA(46)__Streptococcus_australis_	ARO:3004032	CARD	ARDatabase	tetA46	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	tetAB_ABC_Transporter	ABC_transporter	Tetracyclines	Antibiotic_efflux	Yes	Yes
MF6704	gb|AET10445_1|ARO_3004033|tetB(46)__Streptococcus_australis_	ARO:3004033	CARD	ARDatabase	tetB46	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	tetAB_ABC_Transporter	ABC_transporter	Tetracyclines	Antibiotic_efflux	Yes	Yes
MF6705	gb|AET15272_1|ARO_3003197|aadA25__Pasteurella_multocida	ARO:3003197	CARD	ARDatabase	"ANT(3"")"	ANT(3'')|aminoglycoside nucleotidyltransferase (ANT)|determinant of aminoglycoside resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	ANT3_dprime	Aminoglycoside_nucleotidyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF6706	gb|AEV91214_1|ARO_3001832|ACT-10__Serratia_marcescens_	ARO:3001832	CARD	ARDatabase	blaACT	class C beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	ACT_beta_lactamase	Class_C_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6707	gb|AEV91551_1|ARO_3001711|OXA-212__Acinetobacter_johnsonii_	ARO:3001711	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6708	gb|AEV91554_1|ARO_3001714|OXA-215__Acinetobacter_haemolyticus_	ARO:3001714	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6709	gb|AEX49906_1|ARO_3003583|basS__Pseudomonas_aeruginosa_	ARO:3003583	CARD	ARDatabase	basS	determinant of antibiotic resistance	Protein	CARD	Pmr_phosphoethanolamine_transferase	Phosphoethanolamine_transferase	Peptide	Antibiotic_target_alteration	Yes	Yes
MF6710	gb|AEY83581|ARO_3000510|mupB__Staphylococcus_aureus_	ARO:3000510	CARD	ARDatabase	mupB	antibiotic resistant gene variant or mutant|determinant of mupirocin resistance|determinant of antibiotic resistance	Protein	CARD	mupB	Antibiotic_resistant_isoleucyl_tRNA_synthetase_ileS	Mupirocin	Antibiotic_target_alteration	No	No
MF6711	gb|AEZ05106_1|ARO_3002587|AAC(6_)-33__Escherichia_coli_	ARO:3002587	CARD	ARDatabase	AAC(6')	aminoglycoside acetyltransferase (AAC)|determinant of aminoglycoside resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	AAC6_prime	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF6712	gb|AFA51701_1|ARO_3001982|CTX-M-123__Escherichia_coli_	ARO:3001982	CARD	ARDatabase	blaCTX-M	class A beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	CTX_M_beta_lactamase	Class_A_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6713	gb|AFG25462_1|ARO_3002220|IMP-29__Pseudomonas_aeruginosa_	ARO:3002220	CARD	ARDatabase	blaIMP	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	IMP_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6714	gb|AFH35853_1|ARO_3001328|Escherichia_coli_mdfA	ARO:3001328	CARD	ARDatabase	mdfA	efflux pump complex or subunit conferring antibiotic resistance|determinant of antibiotic resistance	Protein	CARD	mdfA_MFS_efflux_pump	MFS_efflux_pump	Multidrug_Class	Antibiotic_efflux	Yes	Yes
MF6715	gb|AFH36332_1|ARO_3001677|OXA-236__Acinetobacter_baumannii_	ARO:3001677	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6716	gb|AFJ11385_1|ARO_3002666|rmtF__Klebsiella_pneumoniae_	ARO:3002666	CARD	ARDatabase	rmtF	determinant of aminoglycoside resistance|16S ribosomal RNA methyltransferase|determinant of antibiotic resistance|rRNA methyltransferase conferring antibiotic resistance|antibiotic target modifying enzyme	Protein	CARD	RmtF_16S_rRNA_methyltransferase_G1405	16S_rRNA_methyltransferase	Aminoglycosides	Antibiotic_target_alteration	Yes	Yes
MF4270	DLFM10_00357|F12_FOX_20|gene-2|+|530-1072|complete	RF0170	Resfams	FxnlSlxns	tetR	PF00440.18_Bacterial regulatory proteins tetR family	HMM	Resfams	Efflux_Pump_Regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6718	gb|AFK80333_1|ARO_3001313|facT__Streptomyces_sp_	ARO:3001313	CARD	ARDatabase	facT	efflux pump complex or subunit conferring antibiotic resistance|determinant of elfamycin resistance|determinant of antibiotic resistance	Protein	CARD	facT_MFS_efflux_pump	MFS_efflux_pump	Elfamycins	Antibiotic_efflux	Yes	Yes
MF6719	gb|AFK80745_1|ARO_3002350|GES-21__uncultured_bacterium_	ARO:3002350	CARD	ARDatabase	blaGES	class A beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	GES_beta_lactamase	Class_A_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6720	gb|AFM55000_1|ARO_3001692|OXA-229__Acinetobacter_bereziniae_	ARO:3001692	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6721	gb|AFO09968_1|ARO_3001476|OXA-184__Campylobacter_jejuni_	ARO:3001476	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6722	gb|AFO53532_1|ARO_3002883|rgt1438__Streptomyces_sp_	ARO:3002883	CARD	ARDatabase	rgt1438	rifampin inactivation enzyme|determinant of rifamycin resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	Rgt1438_Rifampin_Glycosyltransferase	Rifampin_glycosyltransferase	Rifamycin	Antibiotic_inactivation	Yes	Yes
MF6723	gb|AFO59566_1|ARO_3002226|IMP-35__Pseudomonas_aeruginosa_	ARO:3002226	CARD	ARDatabase	blaIMP	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	IMP_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6724	gb|AFP97028_1|ARO_3002228|IMP-37__Pseudomonas_aeruginosa_	ARO:3002228	CARD	ARDatabase	blaIMP	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	IMP_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6725	gb|AFP97030_1|ARO_3001797|OXA-46__Pseudomonas_aeruginosa_	ARO:3001797	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6726	gb|AFQ90085_1|ARO_3001610|OXA-243__Achromobacter_xylosoxidans_	ARO:3001610	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6727	gb|AFR46590_1|ARO_3002772|QnrB59__Citrobacter_freundii_	ARO:3002772	CARD	ARDatabase	qnrB59	determinant of fluoroquinolone resistance|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	qnrB_Quinolone_resistance_protein	Quinolone_resistance_protein	Fluoroquinolones	Antibiotic_target_protection	Yes	Yes
MF6728	gb|AFU35065_1|ARO_3003206|lsaE__Staphylococcus_aureus_	ARO:3003206	CARD	ARDatabase	lsaE	ABC-F ATP-binding cassette ribosomal protection protein|antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	Unknown_ABC_F_proteins	ABC_F_ribosomal_protection_protein	Multidrug_Class	Antibiotic_target_protection	Yes	Yes
MF6729	gb|AGC29882_1|ARO_3002853|arr-8__Klebsiella_oxytoca_	ARO:3002853	CARD	ARDatabase	arr	rifampin inactivation enzyme|determinant of rifamycin resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	Arr_Rifampin_ADP_Ribosyltransferase	Rifampin_ribosyltransferase	Rifamycin	Antibiotic_inactivation	Yes	Yes
MF6730	gb|AGC50807_1|ARO_3002307|VIM-37__Pseudomonas_aeruginosa_	ARO:3002307	CARD	ARDatabase	blaVIM	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	VIM_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6731	gb|AGC51118_1|ARO_3000617|mecA__Staphylococcus_aureus_	ARO:3000617	CARD	ARDatabase	mecA	antibiotic target replacement protein|beta-lactam resistant penicillin-binding proteins|determinant of antibiotic resistance|determinant of beta-lactam resistance	Protein	CARD	Methicillin_Resistant_PBP2a	Methicillin_resistant_PBP2a	Beta_lactams	Antibiotic_target_replacement	Yes	Yes
MF6732	gb|AGC92784_1|ARO_3000848|DIM-1_beta-lactamase__Enterobacter	ARO:3000848	CARD	ARDatabase	blaDIM	subclass B1 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	DIM_beta_lactamase	Class_B_beta_lactamase_Subclass_B1	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6733	gb|AGD91915_1|ARO_3001778|OXA-232__Escherichia_coli_	ARO:3001778	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6734	gb|AGE00988_1|ARO_3002668|rmtG__Klebsiella_pneumoniae_	ARO:3002668	CARD	ARDatabase	rmtG	determinant of aminoglycoside resistance|16S ribosomal RNA methyltransferase|determinant of antibiotic resistance|rRNA methyltransferase conferring antibiotic resistance|antibiotic target modifying enzyme	Protein	CARD	RmtG_16S_rRNA_methyltransferase_G1405	16S_rRNA_methyltransferase	Aminoglycosides	Antibiotic_target_alteration	Yes	Yes
MF6735	gb|AGH19769_1|ARO_3003198|rmtH__Klebsiella_pneumoniae_	ARO:3003198	CARD	ARDatabase	rmtH	determinant of aminoglycoside resistance|16S ribosomal RNA methyltransferase|determinant of antibiotic resistance|rRNA methyltransferase conferring antibiotic resistance|antibiotic target modifying enzyme	Protein	CARD	RmtH_16S_rRNA_methyltransferase_G1405	16S_rRNA_methyltransferase	Aminoglycosides	Antibiotic_target_alteration	Yes	Yes
MF6736	gb|AGI42804_1|ARO_3002836|lnuB__Streptococcus_lutetiensis_	ARO:3002836	CARD	ARDatabase	lnuB	determinant of lincosamide resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	LnuB_Lincosamide_Nucleotidyltransferase	Lincosamide_nucleotidyltransferase	MLS	Antibiotic_inactivation	Yes	Yes
MF6737	gb|AGK07369_1|ARO_3001690|OXA-255__Acinetobacter_pittii_	ARO:3001690	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6738	gb|AGN74946|ARO_3003749|salA__Staphylococcus_sciuri	ARO:3003749	CARD	ARDatabase	salA	antibiotic target protection protein|determinant of antibiotic resistance	Protein	CARD	Unknown_ABC_F_proteins	ABC_F_ribosomal_protection_protein	MLS	Antibiotic_target_protection	Yes	Yes
MF6739	gb|AGT57825|ARO_3003762|lnuE__synthetic_construct_	ARO:3003762	CARD	ARDatabase	lnuE	determinant of lincosamide resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	LnuE_Lincosamide_Nucleotidyltransferase	Lincosamide_nucleotidyltransferase	MLS	Antibiotic_inactivation	Yes	Yes
MF6740	gb|AGU01679_2|ARO_3003894|Rm3_beta-lactamase__uncultured	ARO:3003894	CARD	ARDatabase	blaRm4	subclass B3 (metallo-) beta-lactamase|class B (metallo-) beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	Rm3_beta_lactamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6741	gb|AGV10818_1|ARO_3002669|APH(2__)-Ig__Campylobacter_coli	ARO:3002669	CARD	ARDatabase	APH(2'')	aminoglycoside phosphotransferase (APH)|determinant of aminoglycoside resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	APH2_dprime	Aminoglycoside_phosphotransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF6742	gb|AGV10830_1|ARO_3002647|APH(3_)-IIIa__Campylobacter_coli	ARO:3002647	CARD	ARDatabase	APH(3')	aminoglycoside phosphotransferase (APH)|determinant of aminoglycoside resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	APH3_prime	Aminoglycoside_phosphotransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF4279	DLFM10_00596|F7_FOX_9|gene-1|-|351-914|complete	RF0170	Resfams	FxnlSlxns	tetR	PF00440.18_Bacterial regulatory proteins tetR family	HMM	Resfams	Efflux_Pump_Regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF6744	gb|AGW16411_1|ARO_3001517|OXA-329__Acinetobacter_calcoaceticus_	ARO:3001517	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6745	gb|AGW16416_1|ARO_3001522|OXA-334__Acinetobacter_johnsonii_	ARO:3001522	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6746	gb|AGW81558_1|ARO_3002631|spd__Staphylococcus_aureus_	ARO:3002631	CARD	ARDatabase	ANT(9)	aminoglycoside nucleotidyltransferase (ANT)|determinant of aminoglycoside resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	ANT9	Aminoglycoside_nucleotidyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF6747	gb|AGW83451_1|ARO_3001540|OXA-353__Acinetobacter_calcoaceticus_	ARO:3001540	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6748	gb|AGZ55247_1|ARO_3002814|clbA__Bacillus_amyloliquefaciens	ARO:3002814	CARD	ARDatabase	clbA	determinant of phenicol resistance|determinant of streptogramin resistance|determinant of lincosamide resistance|determinant of linezolid resistance|determinant of macrolide resistance|23S ribosomal RNA methyltransferase|determinant of antibiotic resistance|rRNA methyltransferase conferring antibiotic resistance|antibiotic target modifying enzyme	Protein	CARD	ClbA_23S_rRNA_Methyltransferase	23S_rRNA_methyltransferase	Multidrug_Class	Antibiotic_target_alteration	Yes	Yes
MF6749	gb|AGZ83153_1|ARO_3001544|OXA-357__Acinetobacter_calcoaceticus_	ARO:3001544	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF6750	gb|AGZ83155_1|ARO_3001546|OXA-359__Acinetobacter_calcoaceticus_	ARO:3001546	CARD	ARDatabase	blaOXA	class D beta-lactamase|beta-lactamase|determinant of beta-lactam resistance|antibiotic inactivation enzyme|determinant of antibiotic resistance	Protein	CARD	OXA_beta_lactamase	Class_D_beta_lactamase	Beta_lactams	Antibiotic_inactivation	Yes	Yes
